ID,IV_MAIN_Variable,Politeness_perception,Happiness_PostRequest,age,gender,pol1,job,edu,ethni
341,Experimental group: asked to donate but refused in T2,3.227272727,3,25,Male,Strong Democrat,Government occupations,4-year College Degree,White/Caucasian
352,Experimental group: asked to donate but refused in T2,3.272727273,1.181818182,28,Male,Independent,Sales and office occupations,4-year College Degree,White/Caucasian
359,Experimental group: asked to donate but refused in T2,2.409090909,4.818181818,50,Female,Moderate Republican,Other,High School / GED,White/Caucasian
361,Experimental group: asked to donate but refused in T2,3.363636364,3.272727273,54,Male,Moderate Republican,Government occupations,Master's Degree,White/Caucasian
362,Experimental group: asked to donate but refused in T2,3.590909091,3.181818182,19,Male,Strong Democrat,Student,High School / GED,White/Caucasian
363,Experimental group: asked to donate but refused in T2,3.454545455,4.363636364,27,Male,Moderate Republican,"Construction, extraction, and maintenance occupations",4-year College Degree,White/Caucasian
364,Experimental group: asked to donate but refused in T2,2.545454545,1.727272727,52,Male,Strong Democrat,Other,High School / GED,Asian
366,Experimental group: asked to donate but refused in T2,3.454545455,3.636363636,36,Female,Moderate Democrat,"Management, professional, and related occupations",Master's Degree,White/Caucasian
367,Experimental group: asked to donate but refused in T2,3,3.181818182,32,Male,Strong Republican,"Management, professional, and related occupations",High School / GED,White/Caucasian
370,Experimental group: asked to donate but refused in T2,3.181818182,4.636363636,32,Male,Moderate Republican,"Production, transportation, and material moving occupations",High School / GED,White/Caucasian
374,Experimental group: asked to donate but refused in T2,3,2.545454545,30,Female,Independent,Other,High School / GED,White/Caucasian
380,Experimental group: asked to donate but refused in T2,2.818181818,3,34,Female,Independent,"Management, professional, and related occupations",Master's Degree,White/Caucasian
382,Experimental group: asked to donate but refused in T2,3.590909091,3,23,Female,Strong Democrat,Unemployed,High School / GED,Hispanic
384,Experimental group: asked to donate but refused in T2,3.272727273,4.090909091,26,Male,Moderate Republican,Sales and office occupations,2-year College Degree,White/Caucasian
385,Experimental group: asked to donate but refused in T2,3.227272727,3.090909091,34,Male,Strong Republican,"Management, professional, and related occupations",4-year College Degree,White/Caucasian
387,Experimental group: asked to donate but refused in T2,3.5,4.090909091,22,Female,Independent,Sales and office occupations,High School / GED,Other
391,Experimental group: asked to donate but refused in T2,3.272727273,3.363636364,29,Male,Strong Democrat,Service occupations,High School / GED,Asian
394,Experimental group: asked to donate but refused in T2,2.818181818,4.818181818,44,Female,Moderate Republican,Service occupations,2-year College Degree,White/Caucasian
404,Experimental group: asked to donate but refused in T2,2.909090909,2.636363636,31,Male,Independent,"Management, professional, and related occupations",4-year College Degree,White/Caucasian
405,Experimental group: asked to donate but refused in T2,2.818181818,4.363636364,34,Male,Strong Republican,Government occupations,Master's Degree,White/Caucasian
412,Experimental group: asked to donate but refused in T2,3.545454545,3.454545455,33,Female,Moderate Democrat,Service occupations,4-year College Degree,White/Caucasian
420,Experimental group: asked to donate but refused in T2,2.954545455,2.363636364,38,Female,Moderate Democrat,Sales and office occupations,4-year College Degree,Asian
430,Experimental group: asked to donate but refused in T2,2.863636364,2.727272727,53,Male,Independent,"Management, professional, and related occupations",4-year College Degree,White/Caucasian
432,Experimental group: asked to donate but refused in T2,3.227272727,3.181818182,55,Female,Moderate Republican,"Management, professional, and related occupations",4-year College Degree,White/Caucasian
438,Experimental group: asked to donate but refused in T2,3.590909091,4.818181818,42,Female,Moderate Democrat,"Management, professional, and related occupations",4-year College Degree,White/Caucasian
441,Experimental group: asked to donate but refused in T2,2.727272727,3,54,Female,Moderate Democrat,Service occupations,High School / GED,White/Caucasian
444,Experimental group: asked to donate but refused in T2,3.681818182,4.545454545,35,Female,Moderate Republican,Unemployed,2-year College Degree,White/Caucasian
448,Experimental group: asked to donate but refused in T2,2.954545455,2.818181818,38,Male,Moderate Republican,"Construction, extraction, and maintenance occupations",2-year College Degree,White/Caucasian
449,Experimental group: asked to donate but refused in T2,3.409090909,2.909090909,33,Male,Moderate Republican,"Management, professional, and related occupations",4-year College Degree,White/Caucasian
456,Experimental group: asked to donate but refused in T2,3.454545455,4.181818182,55,Female,Moderate Republican,"Management, professional, and related occupations",4-year College Degree,White/Caucasian
458,Experimental group: asked to donate but refused in T2,3.863636364,2.090909091,23,Male,Moderate Democrat,Service occupations,2-year College Degree,White/Caucasian
467,Experimental group: asked to donate but refused in T2,2.818181818,2.272727273,51,Male,Other,Service occupations,2-year College Degree,African American
469,Experimental group: asked to donate but refused in T2,3.545454545,3.181818182,40,Male,Independent,"Management, professional, and related occupations",Master's Degree,White/Caucasian
471,Experimental group: asked to donate but refused in T2,2.954545455,5,29,Female,Moderate Democrat,Unemployed,High School / GED,African American
479,Experimental group: asked to donate but refused in T2,3.545454545,4.636363636,33,Male,Other,Sales and office occupations,4-year College Degree,Hispanic
487,Experimental group: asked to donate but refused in T2,3.409090909,2.818181818,45,Male,Moderate Republican,Service occupations,4-year College Degree,White/Caucasian
491,Experimental group: asked to donate but refused in T2,3.772727273,2.545454545,47,Female,Moderate Republican,Sales and office occupations,High School / GED,White/Caucasian
500,Experimental group: asked to donate but refused in T2,2.772727273,2.545454545,34,Male,Independent,"Management, professional, and related occupations",4-year College Degree,White/Caucasian
501,Experimental group: asked to donate but refused in T2,3.181818182,2.818181818,65,Female,Strong Democrat,Sales and office occupations,4-year College Degree,White/Caucasian
503,Experimental group: asked to donate but refused in T2,3.136363636,4.454545455,35,Male,Moderate Republican,"Management, professional, and related occupations",Master's Degree,White/Caucasian
507,Experimental group: asked to donate but refused in T2,3.545454545,1.545454545,44,Female,Moderate Democrat,Sales and office occupations,High School / GED,White/Caucasian
509,Experimental group: asked to donate but refused in T2,3.545454545,3.545454545,46,Male,Independent,Other,4-year College Degree,White/Caucasian
510,Experimental group: asked to donate but refused in T2,1.545454545,3.363636364,47,Female,Moderate Republican,"Management, professional, and related occupations",2-year College Degree,White/Caucasian
515,Experimental group: asked to donate but refused in T2,2.909090909,3.454545455,52,Female,Strong Democrat,Service occupations,4-year College Degree,White/Caucasian
518,Experimental group: asked to donate but refused in T2,3.863636364,2.636363636,25,Female,Moderate Democrat,Service occupations,High School / GED,White/Caucasian
520,Experimental group: asked to donate but refused in T2,3.363636364,2.363636364,38,Female,Independent,Unemployed,High School / GED,African American
523,Experimental group: asked to donate but refused in T2,3.818181818,2.090909091,27,Male,Strong Democrat,Unemployed,High School / GED,White/Caucasian
526,Experimental group: asked to donate but refused in T2,2.5,2.545454545,31,Male,Moderate Republican,"Construction, extraction, and maintenance occupations",High School / GED,White/Caucasian
529,Experimental group: asked to donate but refused in T2,2.363636364,1.818181818,29,Male,Moderate Democrat,Sales and office occupations,4-year College Degree,African American
537,Experimental group: asked to donate but refused in T2,3.5,2.181818182,38,Male,Strong Democrat,Sales and office occupations,4-year College Degree,White/Caucasian
542,Experimental group: asked to donate but refused in T2,1.772727273,3.909090909,34,Male,Moderate Democrat,"Management, professional, and related occupations",High School / GED,African American
543,Experimental group: asked to donate but refused in T2,3.409090909,2.363636364,30,Female,Moderate Democrat,Service occupations,4-year College Degree,White/Caucasian
544,Experimental group: asked to donate but refused in T2,4.090909091,4.545454545,34,Male,Moderate Democrat,Service occupations,High School / GED,Asian
545,Experimental group: asked to donate but refused in T2,3.545454545,3.545454545,46,Female,Moderate Republican,"Management, professional, and related occupations",4-year College Degree,White/Caucasian
546,Experimental group: asked to donate but refused in T2,3.045454545,2.636363636,22,Male,Moderate Republican,"Management, professional, and related occupations",4-year College Degree,White/Caucasian
549,Experimental group: asked to donate but refused in T2,2.954545455,2.545454545,33,Female,Strong Republican,Unemployed,High School / GED,White/Caucasian
552,Experimental group: asked to donate but refused in T2,3.909090909,2.454545455,67,Female,Strong Democrat,Retired,High School / GED,White/Caucasian
553,Experimental group: asked to donate but refused in T2,3.136363636,2.727272727,33,Male,Moderate Democrat,"Management, professional, and related occupations",4-year College Degree,White/Caucasian
556,Experimental group: asked to donate but refused in T2,2.909090909,2.363636364,27,Female,Independent,Sales and office occupations,4-year College Degree,White/Caucasian
557,Experimental group: asked to donate but refused in T2,3.318181818,2.272727273,38,Male,Independent,"Management, professional, and related occupations",Master's Degree,White/Caucasian
558,Experimental group: asked to donate but refused in T2,1.772727273,2,38,Male,Independent,Government occupations,High School / GED,White/Caucasian
560,Experimental group: asked to donate but refused in T2,3.545454545,2.181818182,37,Female,Strong Republican,Service occupations,Master's Degree,White/Caucasian
564,Experimental group: asked to donate but refused in T2,3.318181818,1.727272727,32,Female,Independent,"Management, professional, and related occupations",4-year College Degree,White/Caucasian
565,Experimental group: asked to donate but refused in T2,3.545454545,1.818181818,35,Female,Strong Democrat,Other,Master's Degree,Asian
566,Experimental group: asked to donate but refused in T2,2.818181818,2,32,Female,Strong Democrat,"Management, professional, and related occupations",Master's Degree,White/Caucasian
572,Experimental group: asked to donate but refused in T2,3.909090909,3.636363636,33,Male,Independent,"Management, professional, and related occupations",4-year College Degree,White/Caucasian
594,Experimental group: asked to donate but refused in T2,2.727272727,1.727272727,39,Male,Independent,Sales and office occupations,High School / GED,White/Caucasian
600,Experimental group: asked to donate but refused in T2,2.909090909,2.454545455,27,Male,Moderate Republican,Service occupations,High School / GED,Other
602,Experimental group: asked to donate but refused in T2,4,3.090909091,38,Female,Independent,Government occupations,4-year College Degree,White/Caucasian
604,Experimental group: asked to donate but refused in T2,3.454545455,3.909090909,24,Male,Strong Democrat,Service occupations,4-year College Degree,Asian
